key,screens,English,Hindi,Hinglish,audit flags,review status
study_circle_show_more,StudyCircleScreen,Show more circles,और circles देखें,aur circles dekhein,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_streak_needed,StudyCircleScreen,%1$d-day check-in streak needed to create circles.,Circle बनाने के लिए %1$d दिन की check-in streak चाहिए।,Circle banane ke liye %1$d din ki check-in streak chahiye.,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_students_connect,StudyCircleScreen,%1$d students want to connect,%1$d students connect करना चाहते हैं,%1$d students connect karna chahte hain,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_tab_all,StudyCircleScreen,All (%1$d),सभी (%1$d),sabhi (%1$d),,Needs human review
study_circle_tab_yours,StudyCircleScreen,Yours (%1$d),आपके (%1$d),aapke (%1$d),,Needs human review
study_circle_tap_to_rename,StudyCircleScreen,Tap to rename,नाम बदलने के लिए tap करें,naam badalane ke liye tap karein,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_title,MehfilTabs; StudyCircleScreen,Study Circle,Study Circle,Study Circle,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_transfer_description,StudyCircleScreen,You will lose access to this circle and its leaderboard.,सबसे पुराना active member नया owner बन जाएगा।,sabse purana active member naya owner bana jaayega.,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_unpin_official,StudyCircleScreen,Unpin official circle,Official circles से unpin करें,Official circles se unpin karein,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_wants_to_connect,StudyCircleScreen,Wants to connect,Connect करना चाहते हैं,Connect karna chahte hain,Latin text in Hindi: inspect names/technical terms,Needs human review
study_circle_you,LeaderboardScreen; StudyCircleScreen,YOU,आप,aap,,Needs human review
support_afternoon,SupportScreen,Afternoon,दोपहर,dopahara,,Needs human review
support_already_open,SupportViewModel,You already have an open request,आपकी एक रिक्वेस्ट पहले से खुली है,aapki ek request pehle se khuli hai,,Needs human review
support_anytime,SupportScreen,Anytime,कभी भी,kabhi bhi,,Needs human review
support_ask_volunteer,SupportScreen,Request a callback from a SAFAR volunteer.,SAFAR volunteer से call करने की request भेजें।,SAFAR volunteer se call karne ki request bhejein.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_asked_before,SupportScreen,Have you asked for support before?,पहले भी support माँगा है?,pehle bhi support mamga hai?,Latin text in Hindi: inspect names/technical terms,Needs human review
support_best_time,SupportScreen,Best time to call,Call का best time,Call ka best time,Latin text in Hindi: inspect names/technical terms,Needs human review
support_callbacks_closed,SupportScreen,Callbacks are currently closed,Callbacks अभी open नहीं हैं,Callbacks abhi open nahi hain,Latin text in Hindi: inspect names/technical terms,Needs human review
support_can_wait,SupportScreen,I can wait,मैं wait कर सकता/सकती हूँ,Main wait kar sakta/sakti hoon,Latin text in Hindi: inspect names/technical terms,Needs human review
support_check_answers,SupportViewModel,Please check your answers and try again,अपने जवाब चेक करके फिर कोशिश करें,apne javaab check karke phir koshish karein,,Needs human review
support_check_back_emergency,SupportScreen,Please check back later. In danger? Contact your local emergency services or a trusted person nearby.,थोड़ी देर बाद फिर देखें। अभी खतरे में हैं? Local emergency service या पास के किसी भरोसेमंद व्यक्ति से संपर्क करें।,Thodi der baad phir dekhein. Abhi khatre mein hain? Local emergency service ya paas ke kisi bharosemand insaan se sampark karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_current_request,SupportScreen,Current request,Current request,Current request,Latin text in Hindi: inspect names/technical terms,Needs human review
support_emergency_notice,SupportScreen,This is not an emergency service. In danger? Contact your local emergency services or a trusted person nearby.,यह emergency service नहीं है। अभी खतरे में हैं? Local emergency service या पास के किसी भरोसेमंद व्यक्ति से संपर्क करें।,yeh emergency service nahi hai. abhi khatare mein hain? Local emergency service ya paas ke kisi bharosemanda person se sampark karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_empty_response,SupportViewModel,No response received,कोई जवाब नहीं मिला,koi javaab nahi mila,,Needs human review
support_evening,SupportScreen,Evening,शाम,sama,,Needs human review
support_feedback_failed,SupportViewModel,Could not send feedback,फ़ीडबैक नहीं भेज पाए,feedback nahi bheja paaye,,Needs human review
support_feedback_received,SupportScreen,Thank you. Your feedback has been received.,धन्यवाद। आपका feedback मिल गया।,dhanyavada. aapka feedback mila gaya.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_feedback_thanks,SupportViewModel,Thank you for your feedback,फ़ीडबैक के लिए शुक्रिया,feedback ke liye sukriya,,Needs human review
support_first_time,SupportScreen,"No, first time","नहीं, पहली बार","nahi, pahali baar",,Needs human review
support_how_soon,SupportScreen,How soon?,कितनी जल्दी?,kitni jaldi?,,Needs human review
support_learn_more,SupportScreen,Learn more,और जानें,aur jaanein,,Needs human review
support_load_error,SupportScreen,Could not load your requests.,आपकी requests load नहीं हो पाईं।,Aapki requests load nahi ho paayi.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_load_failed,SupportViewModel,Could not load requests. Please retry.,रिक्वेस्ट लोड नहीं हुईं। फिर कोशिश करें।,request load nahi hui. phir koshish karein.,,Needs human review
support_marked_urgent,SupportScreen; SupportViewModel,Marked as urgent. A team member may not have read this yet.,Urgent mark कर दिया है। हो सकता है team member ने अभी इसे पढ़ा न हो।,Urgent mark kar diya hai. ho sakta hai team member ne abhi ise padh na ho.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_morning,SupportScreen,Morning,सुबह,subah,,Needs human review
support_need_help_sooner,SupportScreen,I need help sooner,मुझे जल्दी मदद चाहिए,mujhe jaldi madad chahiye,,Needs human review
support_optional_comment,SupportScreen,Optional comment,Optional comment,Optional comment,Latin text in Hindi: inspect names/technical terms,Needs human review
support_phone_help,SupportScreen,The support team will call you on this number.,Support team इसी number पर आपको call करेगी।,Support team isi number par aapko call karegi.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_phone_number,SupportScreen,Phone number,Phone number,Phone number,Latin text in Hindi: inspect names/technical terms,Needs human review
support_preferred_callback,SupportScreen,Preferred callback: %1$s,Preferred callback: %1$s,Preferred callback: %1$s,Latin text in Hindi: inspect names/technical terms,Needs human review
support_previous_requests,SupportScreen,Previous requests,Previous requests,Previous requests,Latin text in Hindi: inspect names/technical terms,Needs human review
support_process_explanation,SupportScreen,"Our team reads your request and finds an available volunteer. They will try to call during your chosen time, but it may take time and immediate reply is not guaranteed.","हमारी team आपकी request पढ़कर available volunteer ढूंढती है। वे आपके चुने समय पर call की कोशिश करेंगे, लेकिन थोड़ा समय लग सकता है और तुरंत reply की guarantee नहीं है।","hamari team aapki request padhkar available volunteer dhoondhti hai. ve aapke chune samay par call ki koshish karenge, lekin thoda samay lag sakta hai aur turant reply ki guarantee nahi hai.",Latin text in Hindi: inspect names/technical terms,Needs human review
support_rating_of_four,SupportScreen,%1$d out of 4,4 में से %1$d,4 mein se %1$d,,Needs human review
support_request_ended,SupportScreen,This request has ended. Select Current Request to create a new request.,यह request बंद हो चुकी है। नई request के लिए Current request चुनें।,yeh request band ho cuki hai. nai request ke liye Current request chunein.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_request_received,SupportScreen,Request received. Keep your phone nearby around the chosen time.,Request मिल गई। चुने हुए समय पर phone पास रखें।,Request mila gayi. chune hue samay par phone paas rakhein.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_request_sent,SupportViewModel,Request sent,रिक्वेस्ट भेज दी,request bheja di,,Needs human review
support_request_status,SupportScreen,Request Status,Request status,Request status,Latin text in Hindi: inspect names/technical terms,Needs human review
support_send_feedback,SupportScreen,Send Feedback,Feedback भेजें,Feedback bhejein,Latin text in Hindi: inspect names/technical terms,Needs human review
support_send_request,SupportScreen,Send Request,मेरी request भेजें,meri request bhejein,Latin text in Hindi: inspect names/technical terms,Needs human review
support_share_only_want,SupportScreen,Share only as much as you feel comfortable sharing.,उतना ही share करें जितना comfortable लगे।,utna hi share karein jitana comfortable lage.,Latin text in Hindi: inspect names/technical terms,Needs human review
support_show_less,SupportScreen,Show less,कम दिखाएं,kam dikhayein,,Needs human review
support_soon,SupportScreen,Soon,जल्दी,jaldi,,Needs human review
support_status_assigned,SupportScreen,Assigned,Volunteer assign हुआ,Volunteer assign hua,Latin text in Hindi: inspect names/technical terms,Needs human review
support_status_closed,SupportScreen,Closed,बंद,band,,Needs human review
support_status_in_touch,SupportScreen,In Touch,Contact में हैं,Contact mein hain,Latin text in Hindi: inspect names/technical terms,Needs human review
support_status_received,SupportScreen,Received,मिल गई,mila gayi,,Needs human review
support_status_resolved,SupportScreen,Resolved,Resolve हो गई,Resolve ho gayi,Latin text in Hindi: inspect names/technical terms,Needs human review
support_status_reviewed,SupportScreen,Reviewed,Review हो गई,Review ho gayi,Latin text in Hindi: inspect names/technical terms,Needs human review
support_submitted,SupportScreen,Submitted: %1$s,Submitted: %1$s,Submitted: %1$s,Latin text in Hindi: inspect names/technical terms,Needs human review
support_talk_to_someone,SupportScreen,Talk to someone,किसी से बात करें,kisi se baat karein,,Needs human review
support_update_failed,SupportViewModel,Could not update request,रिक्वेस्ट अपडेट नहीं हुई,request update nahi hui,,Needs human review
support_urgent,SupportScreen,Urgent,Urgent,Urgent,Latin text in Hindi: inspect names/technical terms,Needs human review
support_very_urgent,SupportScreen,Very urgent,बहुत urgent,bahut urgent,Latin text in Hindi: inspect names/technical terms,Needs human review
support_was_helpful,SupportScreen,Was this helpful?,क्या यह helpful था?,kya yeh helpful tha?,Latin text in Hindi: inspect names/technical terms,Needs human review
support_whats_going_on,SupportScreen,What\'s going on?,क्या चल रहा है?,kya chala raha hai?,,Needs human review
tour_ambient_message,TourSteps,Tap the music icon to open the audio library.,Audio library खोलने के लिए music icon tap करें।,Audio library kholne ke liye music icon tap karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_ambient_title,TourSteps,Ambient Sound,Ambient sound,Ambient sound,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_analytics_message,TourSteps,"View your weekly patterns, mood trends, and progress charts here.","Weekly patterns, mood trends और progress charts यहाँ देखें।","Weekly patterns, mood trends aur progress charts yahan dekhein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_analytics_title,TourSteps,Analytics,Analytics,Analytics,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_ask_accept,,"Yes, show me around!","हाँ, दिखाओ!","ham, dikhao!",,Needs human review
tour_ask_body_primary,,Would you like me to show you around?,क्या मैं आपको ऐप घुमाऊँ?,Kya main aapko app dikhaun?,,Needs human review
tour_ask_body_secondary_highlight,,the main features,मुख्य फीचर्स,main features,,Needs human review
tour_ask_body_secondary_prefix,,I\'ll highlight,मैं आपको,main aapko,,Needs human review
tour_ask_body_secondary_suffix,,- you can skip or close the tour any time.,दिखाऊँगी - आप इसे कभी भी छोड़ या बंद कर सकते हैं।,dikhaungi — aap ise kabhi bhi skip ya band kar sakte hain.,,Needs human review
tour_ask_decline,,"No thanks, I\'ll explore myself","नहीं, मैं खुद देख लूँगा","nahi, main khud dekha lumga",,Needs human review
tour_ask_title,,"Hi, I\'m Titli","नमस्ते, मैं हूँ तितली","Namaste, main Titli hoon",,Needs human review
tour_breathe_message,TourSteps,Open the Breathing tab and tap “Breathe with me” to start a guided session.,Breathing tab खोलें और guided session शुरू करने के लिए “Breathe with me” tap करें।,Breathing tab kholein aur guided session shuru karne ke liye “Breathe with me” tap karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_breathe_title,TourSteps,Breathe with Me,मेरे साथ breathe करें,mere saath breathe karein,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_calendar_message,TourSteps,See your daily study schedule and understand your upcoming workload and pending work.,हर दिन का study schedule देखें और upcoming workload व pending work समझें।,har din ka study schedule dekhein aur upcoming workload va pending work samjhein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_calendar_title,TourSteps,Study Calendar,Study calendar,Study calendar,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_community_posts_message,TourSteps,"Explore Academic and Reflective posts. Like, comment, or save what you enjoy.","Academic और Reflective posts देखें। जो अच्छा लगे उसे like, comment या save करें।","Academic aur Reflective posts dekhein. jo accha lage use like, comment ya save karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_community_posts_title,TourSteps,Community Posts,Community posts,Community posts,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_connect_message,TourSteps,See the person icon on a post? Tap to send a connection request for temporary private chat.,Post पर person icon दिख रहा है? Temporary private chat के लिए connection request भेजने को tap करें।,Post par person icon dikha raha hai? Temporary private chat ke liye connection request bhejne ko tap karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_connect_title,TourSteps,Connect with Someone,किसी से connect करें,kisi se connect karein,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_connections_tab_message,TourSteps,Manage incoming requests and open chats from the Connections tab.,Bottom bar के Connections tab से incoming requests manage करें और chats खोलें।,Bottom bar ke Connections tab se incoming requests manage karein aur chats kholein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_connections_tab_title,TourSteps,Connections Tab,Connections tab,Connections tab,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_create_post_message,TourSteps,Tap + to share your thoughts. Choose Academic or Reflective space.,अपने thoughts share करने के लिए + tap करें। Academic या Reflective space चुनें।,apne thoughts share karne ke liye + tap karein. Academic ya Reflective space chunein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_create_post_title,TourSteps,Create a Post,Post बनाएं,Post banayein,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_daily_checkin_message,TourSteps,"Track your mood, energy, and reflect on your day.",हर दिन यहाँ से शुरू करें। अपना mood log करें और आज का intention तय करें। छोटे moments भी बड़ा फर्क लाते हैं!,har din yahan se shuru karein. apna mood log karein aur aaj ka intention tay karein. chhote moments bhi baar pharka late hain!,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_daily_checkin_title,TourSteps,Daily Check-in,Daily check-in,Daily check-in,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_daily_todo_message,TourSteps,Add recurring daily topics for regular practice here.,Regular practice के लिए repeat होने वाले daily topics यहाँ add करें।,Regular practice ke liye repeat hone waale daily topics yahan add karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_daily_todo_title,TourSteps,Daily To-Do,Daily to-do,Daily to-do,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_dhyan_welcome_message,TourSteps,"Your place for breathing exercises, calm, and guided courses.","यह breathing exercises, शांति और guided courses की आपकी जगह है।","yeh breathing exercises, shaanti aur guided courses ki aapki jagah hai.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_dhyan_welcome_title,TourSteps,Welcome to Dhyan,Dhyan में आपका स्वागत है,Dhyan mein aapka swagat hai,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_ekagra_welcome_message,TourSteps,Study without distractions.,बिना distraction के पढ़ें।,bina distraction ke padhein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_ekagra_welcome_title,TourSteps,Ekagra Screen ⏱,Ekagra screen ⏱,Ekagra screen ⏱,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_exam_plans_message,TourSteps,Find all your exam plans here. Open any plan to manage your preparation.,आपके सभी exam plans यहाँ मिलेंगे। Preparation manage करने के लिए कोई plan खोलें।,aapke sabhi exam plans yahan milenge. Preparation manage karne ke liye koi plan kholein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_exam_plans_title,TourSteps,Your Exam Plans,आपके exam plans,aapke exam plans,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_floating_timer_message,TourSteps,Turn on the floating timer or Kavach Always On from the menu.,Three-dot menu से floating timer या Kavach Always On चालू करें।,Three-dot menu se floating timer ya Kavach Always On chalu karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_floating_timer_title,TourSteps,Floating Timer,Floating timer,Floating timer,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_goals_message,TourSteps,Set daily goals and track your accomplishments.,यहाँ daily या weekly goals बनाएं। उन्हें पूरा करने से आपकी streak चलती रहेगी।,yahan daily ya weekly goals banayein. unhein poora karne se aapki streak calati rahegi.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_goals_title,TourSteps,Goals,Goals,Goals,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_journal_message,TourSteps,Write your thoughts and keep daily notes.,खुलकर लिखने के लिए Journal पर tap करें। आपकी entries private रहेंगी और device पर ही save होंगी।,khulkar likhane ke liye Journal par tap karein. aapki entries private rahengi aur device par hi save hongi.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_journal_title,TourSteps,Journal,Journal,Journal,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_kavach_message,TourSteps,Don\'t forget to turn on Kavach for a distraction-free study session.,Distraction-free study session के लिए Kavach on करना न भूलें।,Distraction-free study session ke liye Kavach on karna na bhulem.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_kavach_title,TourSteps,Kavach Shield,Kavach Shield,Kavach Shield,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_mehfil_welcome_message,TourSteps,"Mehfil is SAFAR\'s community space. Share thoughts, meet peers, and grow together.","Mehfil SAFAR की community space है। Thoughts share करें, अपने जैसे लोगों से मिलें और साथ grow करें।","Mehfil SAFAR ki community space hai. Thoughts share karein, apne jaise logom se milem aur saath grow karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_mehfil_welcome_title,TourSteps,Welcome to Mehfil,Mehfil में आपका स्वागत है,Mehfil mein aapka swagat hai,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_new_plan_message,TourSteps,Tap Create Your New Plan to start a new exam plan.,नया exam plan शुरू करने के लिए Create Your New Plan पर tap करें।,naya exam plan shuru karne ke liye Create Your New Plan par tap karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_new_plan_title,TourSteps,New Exam Plan,नया exam plan,naya exam plan,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_nishtha_welcome_message,TourSteps,"Your space for daily habits, check-ins, and goals.","यह आपका personal growth hub है—habits, mood, journal और streaks सब एक जगह track करें।","yeh aapka personal growth hub hai—habits, mood, journal aur streaks sab ek jagah track karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_nishtha_welcome_title,TourSteps,Welcome to Nishtha,Nishtha में आपका स्वागत है 🌱,Nishtha mein aapka swagat hai 🌱,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_plan_overview_message,TourSteps,"See remaining days to exam, overall progress, and today\'s study at a glance.","Exam में बचे दिन, overall progress और आज की पढ़ाई एक नज़र में देखें।","Exam mein bache din, overall progress aur aaj ki padhai ek nazara mein dekhein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_plan_overview_title,TourSteps,Plan Overview,Plan overview,Plan overview,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_preparation_status_message,TourSteps,"Track your preparation across Today, Upcoming, Missed, and Completed.","Today, Upcoming, Missed और Completed से अपनी preparation track करें।","Today, Upcoming, Missed aur Completed se apni preparation track karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_preparation_status_title,TourSteps,Preparation Status,Preparation status,Preparation status,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_progress_message,TourSteps,"Understand your study speed, syllabus progress, and weak areas to improve your preparation.","Study speed, syllabus progress और weak areas समझकर preparation बेहतर करें।","Study speed, syllabus progress aur weak areas samajhakara preparation behtar karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_progress_title,TourSteps,Progress Insights,Progress insights,Progress insights,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_revision_message,TourSteps,Topics marked for revision and missed topics will appear here.,"Revision के लिए marked topics और जो miss हुए हैं, वे यहाँ दिखेंगे।","Revision ke liye marked topics aur jo miss hue hain, ve yahan dikhenge.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_revision_title,TourSteps,Revision & Missed Topics,Revision और missed topics,Revision aur missed topics,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_sandesh_message,TourSteps,The top banner shows updates and messages from Parmar Sir.,ऊपर वाला banner Parmar Sir का sandesh दिखाता है।,upar waala banner Parmar Sir ka sandesh dikhaata hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_sandesh_title,TourSteps,Sandesh,Sandesh,Sandesh,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_session_history_message,TourSteps,"Link to a goal or name your session, then save it to history.","Goal link करें या session को नाम दें, फिर history में save करें।","Goal link karein ya session ko naam dein, phir history mein save karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_session_history_title,TourSteps,Session History,Session history,Session history,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_start_pomodoro_message,TourSteps,"Choose how many rounds to do, then start your Pomodoro session.","कितने rounds करने हैं चुनें, फिर Pomodoro session शुरू करें।","kitne rounds karne hain chunein, phir Pomodoro session shuru karein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_start_pomodoro_title,TourSteps,Start Pomodoro,Pomodoro शुरू करें,Pomodoro shuru karein,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_streaks_message,TourSteps,Your current streak is shown here. Consistency is magic—even a small action counts.,आपकी current streak यहाँ दिखेगी। Consistency ही magic है—एक छोटा action भी count करता है।,aapki current streak yahan dikhegi. Consistency hi magic hai—ek chhota action bhi count karta hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_streaks_title,TourSteps,Streaks,Streaks,Streaks,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_syllabus_message,TourSteps,"Organize subjects, chapters, and topics, set priorities, and track preparation status.","Subjects, chapters और topics organize करें, priority set करें और preparation status देखें।","Subjects, chapters aur topics organize karein, priority set karein aur preparation status dekhein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_syllabus_title,TourSteps,Syllabus,Syllabus,Syllabus,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_techniques_message,TourSteps,Choose a breathing technique that fits your needs.,"जो breathing technique आपको सही लगे, उसे चुनें।","jo breathing technique aapko sahi lage, use chunein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_techniques_title,TourSteps,Techniques,Techniques,Techniques,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_timer_modes_message,TourSteps,"Choose your session type: Pomodoro, break, or stopwatch.","Session type चुनें: Pomodoro, break या stopwatch।","Session type chunein: Pomodoro, break ya stopwatch.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_timer_modes_title,TourSteps,Timer Modes,Timer modes,Timer modes,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_timer_settings_message,TourSteps,Customize focus and break durations to suit your study style.,Focus और break का duration अपनी study style के हिसाब से set करें।,Focus aur break ka duration apni study style ke hisaab se set karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_timer_settings_title,TourSteps,Timer Settings,Timer settings,Timer settings,Latin text in Hindi: inspect names/technical terms,Needs human review
tour_today_plan_message,TourSteps,See what to study today and how many topics are planned.,"आज क्या पढ़ना है और कितने topics planned हैं, यहाँ देखें।","aaj kya padhna hai aur kitne topics planned hain, yahan dekhein.",Latin text in Hindi: inspect names/technical terms,Needs human review
tour_today_plan_title,TourSteps,Today\'s Study Plan,आज का study plan,aaj ka study plan,Latin text in Hindi: inspect names/technical terms,Needs human review
update_latest_version,ForceUpdateScreen,Latest version: %1$s,Latest version: %1$s,Latest version: %1$s,Latin text in Hindi: inspect names/technical terms,Needs human review
update_required,ForceUpdateScreen,This update is required to continue.,आगे बढ़ने के लिए यह update ज़रूरी है।,aage badhaane ke liye yeh update zaruri hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
update_safar,ForceUpdateScreen,Update Safar,Safar update करें,Safar update karein,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_channel_classified,YoutubeStudyV2ViewModel,%1$s is now %2$s.,%1$s अब %2$s है।,%1$s ab %2$s hai.,,Needs human review
youtube_channel_productive,YoutubeStudyV2ViewModel,%1$s is now Productive.,%1$s अब Productive है।,%1$s ab Productive hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_channel_update_failed,YoutubeStudyV2ViewModel,Could not update channel. Try again.,चैनल अपडेट नहीं हुआ। फिर कोशिश करें।,channel update nahi hua. phir koshish karein.,,Needs human review
youtube_distracting,YoutubeStudyV2Screen; YoutubeStudyV2ViewModel,Distracting,ध्यान भटकाने वाला,Distracting,,Needs human review
youtube_focus_about_function,YoutubeFocusAccessibilityTutorialSheet,About this function,यह feature क्या करता है,yeh feature kya karta hai,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_about_function_body,YoutubeFocusAccessibilityTutorialSheet,YouTube Focus checks video channels to block distractions while keeping your chosen study channels open.,YouTube Focus video channels check करके distractions block करता है और आपके चुने study channels खुले रखता है।,YouTube Focus video channels check karke distractions block karta hai aur aapke chune study channels khule rakhta hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_actions,YoutubeStudyV2Screen,"To apply your choices, SAFAR may pause playback, leave blocked content, and show blocking controls over YouTube.","आपकी choices लागू करने के लिए SAFAR playback pause कर सकता है, blocked content से पीछे जा सकता है और YouTube के ऊपर blocking controls दिखा सकता है।","aapki choices laagu karne ke liye SAFAR playback pause kar sakta hai, blocked content se peeche ja sakta hai aur YouTube ke upar blocking controls dikha sakta hai.",Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_data,YoutubeStudyV2Screen,"Data accessed: names, including channel or account display names; personal identifiers such as YouTube @handles; and other content visible on screen, such as video titles, descriptions, and comments.","कौन-सा data दिखता है: channel या account names, YouTube @handles जैसे identifiers, और screen पर दिखने वाला content—जैसे video title, description और comments।","kaun-sa data dikhaata hai: channel ya account names, YouTube @handles jaise identifiers, aur screen par dikhne waala content—jaise video title, description aur comments.",Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_intro,YoutubeStudyV2Screen,"When enabled, YouTube Focus uses Android’s AccessibilityService API to read visible text and controls in the YouTube app.","चालू होने पर YouTube Focus, Android की AccessibilityService API से YouTube app में दिख रहा text और controls पढ़ता है।","chalu hone par YouTube Focus, Android ki AccessibilityService API se YouTube app mein dikha raha text aur controls padhta hai.",Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_optional,YoutubeStudyV2Screen,This access is optional. You can switch it off anytime in Android Settings → Accessibility → SAFAR YouTube Focus.,यह access optional है। Android Settings → Accessibility → SAFAR YouTube Focus में इसे कभी भी बंद कर सकते हैं।,yeh access optional hai. Android Settings → Accessibility → SAFAR YouTube Focus mein ise kabhi bhi band kar sakte hain.,Latin text in Hindi: inspect names/technical terms,Needs human review
youtube_focus_accessibility_purpose,YoutubeStudyV2Screen,"Why: SAFAR uses channel names, handles, player controls, and screen text to identify channels, detect videos and Shorts, apply your blocking choices, and measure viewing time. It does not use comments or unrelated account text to identify channels.","क्यों: SAFAR channel names, handles, player controls और screen text से channel पहचानता है, videos और Shorts detect करता है, आपकी blocking choices लागू करता है और watch time मापता है। Comments या unrelated account text से channel की पहचान नहीं की जाती।","kyon: SAFAR channel names, handles, player controls aur screen text se channel pehchaanta hai, videos aur Shorts detect karta hai, aapki blocking choices laagu karta hai aur watch time mapata hai. Comments ya unrelated account text se channel ki pahacana nahi ki jati.",Latin text in Hindi: inspect names/technical terms,Needs human review
